index,artist,title,mood,Lyrics
1393,ML1394,Cat Power,The Coat Is Always On,sad,"Mother don't sit
Mother don't stand
Mother don't send me

Sister come and lay your head on me,
I can see you haven't had any sleep in a long time

That baby's gonna be so easy on me,
Never see his smile
Never see his face

Father said he was gonna give me something,
He gave me hate

Mother don't sit
Mother don't stand
Mother don't send me

Brother can't even speak,
He's got a tongue and two legs to walk on,
And he can't leave
Brother is old and gray,
Brother is old and gray,
Brother is old and gray,
And he's only
He's only seventeen

Father said he was gonna give me something,
He gave me hate

Mother don't sit
Mother don't stand
Mother please don't send me

What happened to home
What happened to home sweet
What happened to home sweet
Home"
1394,ML1395,Ben Lee,Whatever It Is,relaxed,"Are you changing, are you changing, are you changing.
Do you know it, do you feel it, do you know it.
But you're waiting, why're you waiting, why're you waiting.
Just do it, whatever it is.
There are secrets, there are secrets, there are secrets.
There are places, there are places, you can go to
They might tell you, yeah they'll tell you, that you shouldn't

Just do it, whatever it is, whatever it is,
Just do it, whatever it is, whatever it is,
Go do it, whatever it is, whatever it is,
Just do it, whatever it is.

And you're dancing, and you're looking kinda crazy
And your arms, are making little circles
There are reasons, there are reasons, you can find out

So do it, whatever it is, whatever it is,
Just do it, whatever it is, whatever it is,
Go do it, whatever it is, whatever it is,
Whatever it is, whatever it is.

It's so quiet, it's so quiet, it's so quiet
And you're dreaming, and you're dreaming, and you're dreaming
I turn to you and say - awake is the new sleep, awake is the new sleep
So wake up. And do it, whatever it is. Just do it, whatever it is.
'Cause awake is the new sleep, awake is the new sleep
So wake up
Wake up.
And do it. Whatever it is, whatever it is,
Just do it, whatever it is, whatever it is,
Go do it, whatever it is, whatever it is
Just do it, whatever it is, whatever it is."
1395,ML1396,Patrick Wolf,To the Lighthouse,sad,"The day our house collapsed
I went down stream.
I followed the swans
Like I follow my dreams.

Oh! I was living on borrowed time in a
Borrowed house for a borrowed crime.
In need of help I came to your door.
Saw the spike of the railings from
The 28/3rd floor.
Singing
""Build your castle, stop collecting stones
And the river bed shall not be yoru home""

To the lighthouse my friend!
I bless your words and education
To the lighthouse my friend.
Just go! just go!
To the lighthouse my friend.
I am sorry that you came to find


""Great great minds
Against themselves conspire'

Now the bombs drop around our feet,
Do we throw them back
Or bow and greet them.
Everyone now, is so terrified
Of the glowing dark
And those orange skies.

Sing it:
'Build your castle, stop throwing stones
'Cause those fire birds are
Coming down on our homes""

To the lighthouse my friends
It cannot even be a question
To the lighthouse my friends
We must go, we must go"
1396,ML1397,Anthrax,A.I.R.,angry,"Young and free, something you'll never be
A childhood's end, it's lunacy
Pure dictation, they don't listen
And you're just waiting for what you're missing

Welcome to your nightmare
You just can't walk away
It's time for you, to choose, your fate
You just can't let it lay
Welcome to your nightmare
Your whole life's on the way,
Today

You're no good, misunderstood, A.I.R.
All their hopes and visions, of what they want you to be
Crucial times, made up minds, A.I.R.
So high and mighty, though much too blind to see

Who are you gonna live your life for?
Conformity will trap you like a locked door
Independence means owning your decisions
Authority will put your soul in prison

Fight, or go insane, there's no one else to blame
Stop, their influence, you can't give them a chance
Break, right through the wall, that separates us all
Start, your second life, without their hands in sight

You got your pride, you got your visions
Don't subside, don't ever give in
Don't compromise just keep on grinning
The games they play you just keep on winning
Keep on winning
Keep on winning
Keep on winning
A.I.R."
1397,ML1398,Jill Scott,Whenever You're Around,relaxed,"Hey
Mmmm hmmm,
Listen to me, listen to me, listen to me,
Listen to me
Listen to me, listen to me, listen to me, listen...

I've been talking to this man
He's been saying what I like and
He makes me smile,
When I'm down, so down

He says sweet things in my ear
All the things that I needed to hear
But that's as far as it's gone
I promise, I promise

But I enjoy it, I love it so
Cause it seems like I'm always alone
You're at arms reach
But baby,
Where are you?
Where are you?

'Cause I got this fire


Sweet and true
But I'm cold as ice around you

'Cause I'm lonely
Whenever you're around
'Cause I'm lonely
Whenever you're around

Whoa, whoa, whoa
What happened to the wonderful thing
We had
It seems like you're missing in action
And I'm tired, I'm tired
I'm tired, I'm tired, I'm tired, I'm tired

I don't wanna lose this good life
But I ain't scared
If I'm going to be the only one participating
In this"
1398,ML1399,Sinéad O'Connor,I Do Not Want What I Haven't Got,relaxed,"I'm walking through the desert
And I am not frightened although it's hot
I have all that I requested
And I do not want what I haven't got

I have learned this from my mother
See how happy she has made me
I will take this road much further
Though I know not where it takes me

I have water for my journey
I have bread and I have wine
No longer will I be hungry
For the bread of life is mine

I saw a navy blue bird
Flying way above the sea
I walked on and I learned later
That this navy blue bird was me

I returned a paler blue bird
And this is the advice they gave me
""You must not try to be too pure
You must fly closer to the sea""

So I'm walking through the desert
And I am not frightened although it's hot
I have all that I requested
And I do not want what I haven't got"
1399,ML1400,Matthews' Southern Comfort,Woodstock,relaxed,"I came upon a child of God
He was walking along the road
When I asked him, ""where are you going?""
This he told me
I'm going down to Yasgur's farm
Think I'll join a rock and roll band
I'll camp out on the land
I'll try and set my soul free

We are stardust, we are golden
And we've got to get ourselves back to the garden

Well, then can I walk beside you?
I have come here to lose the smog
And I feel just like a cog 
In something turning
Well maybe it's the time of year
Or maybe it's the time of man
And I don't know who I am
But life's for learning

We are stardust, we are golden
And we've got to get ourselves back to the garden

By the time I got to Woodstock
They were half a million strong
Everywhere there were songs and celebration
And I dreamed I saw the bombers
Riding shotgun in the sky
Turning into butterflies above our nation

We are stardust, we are golden
And we've got to get ourselves back to the garden

We are stardust, we are golden
And we've got to get ourselves back to the garden

We are stardust, we are golden
And we've got to get ourselves back to the garden"
1400,ML1401,Celtic Woman,Beyond The Sea,relaxed,"Sailing, sailing

Somewhere beyond the sea
Somewhere waiting for me
My lover stands on golden sands
And watches the ships that go sailing

Somewhere beyond the sea
He's there watching for me
If I could fly like birds on high
Then straight to his arms I'd go sailing

It's far beyond the stars
It's near beyond the moon
I know beyond a doubt
My heart will lead me there soon


We'll meet beyond the shore
We'll kiss just like before
Happy we will be beyond the sea
And never again I'll go sailing

Sailing...

We'll meet, I know we'll meet beyond the shore
We'll kiss just as before
Happy we'll be beyond the sea
And never again I'll go sailing
Sailing

No more sailing
No more sailing"
1401,ML1402,The Asteroids Galaxy Tour,Around The Bend,happy,"Ooh, ooh, yeah!
Ooh, ooh, yeah!

Muck around
Waste another mile now
Muck around
Waste another mile now

You feel the need
There is no way to return
You feel the need
Oh yeah it burns

What a ride
Hot love on a platter
Yeah, yeah

Give me that thing
Give in my friend
Give me good, good times around the bend
I'll stay forever

Give me that thing
Give in my friend
Give me hot, hot love around the bend
I'll stay forever with you

Ooh, ooh, yeah!

Lay down on daddy's lawn
Lay me down
Smell the break of dawn

You feel the heat
There is no way to return
You feel the heat
Oh yeah it burns

Pick a fruit
Let me be your apple
Yeah, oh yeah!

Give me that thing
Give in my friend
Give me good, good times around the bend
I'll stay forever

Give me that thing
Give in my friend
Give me hot, hot love around the bend
I'll stay forever with you

Yeah-eah!
Ooh, ooh, yeah!
Yeah-eah!
Ooh, ooh, yeah!

Give me that thing
Give in my friend
Give me good, good times around the bend
I'll stay forever

Oh yeah!

Give me that thing
Give in my friend
Give me hot, hot love around the bend
I'll stay forever with you

Forever with you (Stay for ever)
Muck around 'til the end
I'll stay forever with you

Give me love
Give in, my friend
Ah, 'round the bend
Yeah, hot, hot love"
1402,ML1403,Queens Of The Stone Age,Six Shooter,angry,"Two glass eyes
I fucking tell you lies
I'm on the side of the road
You're all gonna fucking die

Yeah, yeah
Shoot, shoot, shoot, shoot

Pow, pow
Pow
Oh

Fuck this world
Well, fuck you, too
I'll fucking kill your best friend
What you fucking gonna do, okay

Shoot, shoot, shoot, shoot, shoot, shoot, pow
Shoot, shoot, shoot, shoot

Pow
Ah, pow
Whoo, pow
Ah, pow

Shoot, shoot, shoot, shoot, shoot, shoot, pow"
1403,ML1404,Meryl Streep,The Winner Takes It All,sad,"I don't wanna talk
About things we've gone through
Though it's hurting me
Now it's history

I've played all my cards
And that's what you've done too
Nothing more to say
No more ace to play

The winner takes it all
The loser standing small
Beside the victory
That's her destiny

I was in your arms
Thinking I belonged there
I figured it made sense
Building me a fence

Building me a home
Thinking I'd be strong there
But I was a fool
Playing by the rules

The gods may throw the dice
Their minds as cold as ice
And someone way down here
Loses someone dear

The winner takes it all
The loser has to fall
It's simple, and it's plain
Why should I complain?

Tell me, does she kiss
Like I used to kiss you?
Does it feel the same
When she calls your name?

Somewhere deep inside
You must know I miss you
But what can I say?
Rules must be obeyed

The judges will decide
The likes of me abide
Spectators of the show
Always staying low

The game is on again
A lover or a friend
A big thing or a small
The winner takes it all

I don't wanna talk
'Cause it makes me feel sad
And I understand
You've come to shake my hand

I apologise
If it makes you feel bad
Seeing me so tense, no self confidence
But you see

The winner takes it all
The winner takes it all

The game is on again
A lover or a friend
A big thing or a small
The winner takes it all

The winner takes it all"
1404,ML1405,Concrete Blonde,Everybody Knows,sad,"Unfortunately, we are not licensed to display the full lyrics for this song at the moment. Hopefully we will be able to in the future. Until then... how about a random page?"
